step,layer_idx,g_task_abs_mean,g_penalty_abs_mean,penalty_to_task_ratio,sqrt_v_hat_mean,update_abs_mean,lambda,flops_fraction,violation
600,91,1.013e-05,0.000e+00,0.000e+00,7.524e-06,2.544e-04,0.3518,0.4977,-0.0023
600,95,4.979e-07,0.000e+00,0.000e+00,2.410e-06,4.064e-05,0.3518,0.4977,-0.0023
600,96,9.196e-07,0.000e+00,0.000e+00,2.522e-06,7.722e-05,0.3518,0.4977,-0.0023
600,100,2.367e-08,0.000e+00,0.000e+00,2.347e-06,3.809e-06,0.3518,0.4977,-0.0023
600,101,5.533e-08,0.000e+00,0.000e+00,2.348e-06,8.554e-06,0.3518,0.4977,-0.0023
600,105,2.939e-07,0.000e+00,0.000e+00,2.427e-06,5.488e-05,0.3518,0.4977,-0.0023
600,106,7.343e-07,0.000e+00,0.000e+00,2.624e-06,1.156e-04,0.3518,0.4977,-0.0023
600,124,7.113e-07,0.000e+00,0.000e+00,2.468e-06,5.886e-05,0.3518,0.4977,-0.0023
600,125,1.223e-06,0.000e+00,0.000e+00,2.683e-06,1.082e-04,0.3518,0.4977,-0.0023
600,129,2.238e-06,0.000e+00,0.000e+00,3.014e-06,1.186e-04,0.3518,0.4977,-0.0023
600,130,3.913e-06,0.000e+00,0.000e+00,4.239e-06,2.042e-04,0.3518,0.4977,-0.0023
600,134,3.380e-06,0.000e+00,0.000e+00,3.621e-06,1.468e-04,0.3518,0.4977,-0.0023
600,135,8.441e-06,0.000e+00,0.000e+00,6.139e-06,2.263e-04,0.3518,0.4977,-0.0023
600,139,1.977e-07,0.000e+00,0.000e+00,2.388e-06,3.202e-05,0.3518,0.4977,-0.0023
600,140,4.255e-07,0.000e+00,0.000e+00,2.468e-06,6.719e-05,0.3518,0.4977,-0.0023
700,22,1.567e-07,0.000e+00,0.000e+00,2.116e-06,1.611e-05,0.3497,0.4980,-0.0020
700,23,3.389e-07,0.000e+00,0.000e+00,2.128e-06,3.841e-05,0.3497,0.4980,-0.0020
700,27,2.464e-06,0.000e+00,0.000e+00,3.153e-06,1.525e-04,0.3497,0.4980,-0.0020
700,28,4.944e-06,0.000e+00,0.000e+00,5.147e-06,2.279e-04,0.3497,0.4980,-0.0020
700,32,3.093e-07,0.000e+00,0.000e+00,2.128e-06,2.000e-05,0.3497,0.4980,-0.0020
700,33,6.866e-07,0.000e+00,0.000e+00,2.156e-06,4.030e-05,0.3497,0.4980,-0.0020
700,37,2.777e-06,0.000e+00,0.000e+00,3.351e-06,1.568e-04,0.3497,0.4980,-0.0020
700,38,6.272e-06,0.000e+00,0.000e+00,5.781e-06,2.342e-04,0.3497,0.4980,-0.0020
700,56,1.740e-07,0.000e+00,0.000e+00,2.122e-06,1.328e-05,0.3497,0.4980,-0.0020
700,57,4.031e-07,0.000e+00,0.000e+00,2.140e-06,2.842e-05,0.3497,0.4980,-0.0020
700,61,3.362e-06,0.000e+00,0.000e+00,3.582e-06,1.770e-04,0.3497,0.4980,-0.0020
700,62,6.222e-06,0.000e+00,0.000e+00,5.763e-06,2.505e-04,0.3497,0.4980,-0.0020
700,66,1.326e-06,0.000e+00,0.000e+00,2.492e-06,9.834e-05,0.3497,0.4980,-0.0020
700,67,3.102e-06,0.000e+00,0.000e+00,3.191e-06,1.732e-04,0.3497,0.4980,-0.0020
700,71,1.185e-06,0.000e+00,0.000e+00,2.427e-06,9.670e-05,0.3497,0.4980,-0.0020
700,72,2.413e-06,0.000e+00,0.000e+00,3.059e-06,1.532e-04,0.3497,0.4980,-0.0020
700,90,4.511e-06,0.000e+00,0.000e+00,4.357e-06,2.025e-04,0.3497,0.4980,-0.0020
700,91,8.432e-06,0.000e+00,0.000e+00,7.454e-06,2.538e-04,0.3497,0.4980,-0.0020
700,95,5.571e-07,0.000e+00,0.000e+00,2.187e-06,4.311e-05,0.3497,0.4980,-0.0020
700,96,1.090e-06,0.000e+00,0.000e+00,2.316e-06,8.721e-05,0.3497,0.4980,-0.0020
700,100,4.966e-08,0.000e+00,0.000e+00,2.114e-06,3.113e-06,0.3497,0.4980,-0.0020
700,101,1.103e-07,0.000e+00,0.000e+00,2.115e-06,6.861e-06,0.3497,0.4980,-0.0020
700,105,5.567e-07,0.000e+00,0.000e+00,2.202e-06,4.868e-05,0.3497,0.4980,-0.0020
700,106,1.272e-06,0.000e+00,0.000e+00,2.415e-06,1.113e-04,0.3497,0.4980,-0.0020
700,124,9.898e-07,0.000e+00,0.000e+00,2.247e-06,6.821e-05,0.3497,0.4980,-0.0020
700,125,2.055e-06,0.000e+00,0.000e+00,2.483e-06,1.230e-04,0.3497,0.4980,-0.0020
700,129,2.018e-06,0.000e+00,0.000e+00,2.824e-06,1.280e-04,0.3497,0.4980,-0.0020
