step,layer_idx,layer_name,mean,std,min,max,frac_active,num_neurons
5000,57,ElasticLinear,-0.1389,0.6014,-1.6521,1.2937,0.2917,192
5000,61,ElasticLinear,-0.2193,0.0941,-0.6797,0.2421,0.0234,768
5000,62,ElasticLinear,-0.2184,0.1593,-0.7853,0.2388,0.0885,192
5000,66,ElasticLinear,0.0587,1.4142,-3.3134,3.4643,0.4922,768
5000,67,ElasticLinear,0.4177,1.6756,-2.8499,3.3689,0.5625,192
5000,71,ElasticLinear,0.4637,2.1001,-3.5363,4.3128,0.5560,768
5000,72,ElasticLinear,1.0183,2.2060,-3.0352,4.3415,0.6094,192
5000,90,ElasticLinear,0.1754,1.6861,-3.1951,3.6534,0.5404,768
5000,91,ElasticLinear,0.4896,1.9943,-3.1968,3.8426,0.5521,192
5000,95,ElasticLinear,-0.1024,0.8140,-2.6983,2.5996,0.4062,768
5000,96,ElasticLinear,0.1208,1.1804,-2.6697,2.6178,0.5312,192
5000,100,ElasticLinear,0.0832,1.7626,-3.1963,3.9662,0.4922,768
5000,101,ElasticLinear,0.4437,1.9864,-2.8523,4.0275,0.5312,192
5000,105,ElasticLinear,-0.0089,1.3101,-3.0065,3.6910,0.4701,768
5000,106,ElasticLinear,0.3608,1.6157,-2.8060,3.2836,0.5729,192
5000,124,ElasticLinear,0.2458,1.9330,-3.3361,3.9787,0.5286,768
5000,125,ElasticLinear,0.4767,2.1133,-3.0983,4.0248,0.5156,192
5000,129,ElasticLinear,-0.0340,0.9785,-2.4829,2.7170,0.4505,768
5000,130,ElasticLinear,0.1929,1.3406,-2.4895,3.0229,0.5417,192
5000,134,ElasticLinear,-0.0066,1.4236,-3.2998,3.8256,0.4753,768
5000,135,ElasticLinear,0.2791,1.8564,-3.1031,3.7086,0.5312,192
5000,139,ElasticLinear,-0.2209,0.0221,-0.3353,-0.1239,0.0000,768
5000,140,ElasticLinear,-0.2188,0.0366,-0.3698,-0.1215,0.0000,192
5500,22,ElasticLinear,-0.0107,1.4303,-3.3406,3.7202,0.4818,768
5500,23,ElasticLinear,0.2822,1.7719,-3.0271,3.6052,0.5312,192
5500,27,ElasticLinear,-0.2400,0.1364,-1.1890,0.2933,0.0495,768
5500,28,ElasticLinear,-0.2375,0.2174,-1.0884,0.2723,0.1250,192
5500,32,ElasticLinear,0.0749,2.0469,-3.6393,4.3542,0.5091,768
5500,33,ElasticLinear,0.6159,2.2982,-3.7091,4.3733,0.5729,192
5500,37,ElasticLinear,0.2459,2.0726,-3.9203,4.4411,0.5247,768
5500,38,ElasticLinear,0.7132,2.3481,-3.7401,4.4226,0.5781,192
5500,56,ElasticLinear,-0.2104,0.4180,-2.5306,1.7457,0.1667,768
5500,57,ElasticLinear,-0.1361,0.7178,-1.8652,1.5352,0.3073,192
5500,61,ElasticLinear,-0.2405,0.1144,-0.7968,0.3202,0.0299,768
5500,62,ElasticLinear,-0.2386,0.1936,-0.9251,0.3206,0.0938,192
5500,66,ElasticLinear,0.0640,1.5693,-3.7075,3.8014,0.4961,768
5500,67,ElasticLinear,0.4642,1.8293,-3.1568,3.6603,0.5729,192
